data_horario;user_home;user_away;team_home;team_away;resultado;Score_end_home;Score_end_away;target_class;team_playing_home;team_playing_away
2021-03-05 09:46:00;OLLE;MR_ELIDARIUS;BRAZIL (OLLE) ESPORTS;FRANCE (MR_ELIDARIUS) ESPORTS;3-0;3;0;1;BRAZIL;FRANCE
2021-03-05 09:52:00;RUS_1995_LAN;DANGERDIM77;BAYERN (RUS_1995_LAN) ESPORTS;REAL MADRID (DANGERDIM77) ESPORTS;1-1;1;1;0;BAYERN;REAL MADRID
2021-03-05 09:52:00;ORLOVSKY1;NIKKITTA;PSG (ORLOVSKY1) ESPORTS;LIVERPOOL (NIKKITTA) ESPORTS;2-1;2;1;1;PSG;LIVERPOOL
2021-03-05 09:52:00;RUS_1995_LAN;DANGERDIM77;BAYERN (RUS_1995_LAN) ESPORTS;REAL MADRID (DANGERDIM77) ESPORTS;1-1;1;1;0;BAYERN;REAL MADRID
2021-03-05 09:58:00;MR_ELIDARIUS;UPCAKE22;FRANCE (MR_ELIDARIUS) ESPORTS;GERMANY (UPCAKE22) ESPORTS;0-3;0;3;2;FRANCE;GERMANY
2021-03-05 09:58:00;WHITE_BOY1927;TAKA;BELGIUM (WHITE_BOY1927) ESPORTS;PORTUGAL (TAKA) ESPORTS;3-3;3;3;0;BELGIUM;PORTUGAL
2021-03-05 10:04:00;NIKKITTA;RUS_1995_LAN;LIVERPOOL (NIKKITTA) ESPORTS;BAYERN (RUS_1995_LAN) ESPORTS;0-0;0;0;0;LIVERPOOL;BAYERN
2021-03-05 10:04:00;NIKKITTA;RUS_1995_LAN;LIVERPOOL (NIKKITTA) ESPORTS;BAYERN (RUS_1995_LAN) ESPORTS;0-0;0;0;0;LIVERPOOL;BAYERN
2021-03-05 10:04:00;SLEZAINTIMA;ORLOVSKY1;BARCELONA (SLEZAINTIMA) ESPORTS;PSG (ORLOVSKY1) ESPORTS;2-3;2;3;2;BARCELONA;PSG
2021-03-05 10:10:00;MR_ELIDARIUS;TAKA;FRANCE (MR_ELIDARIUS) ESPORTS;PORTUGAL (TAKA) ESPORTS;2-1;2;1;1;FRANCE;PORTUGAL
2021-03-05 10:10:00;OLLE;UPCAKE22;BRAZIL (OLLE) ESPORTS;GERMANY (UPCAKE22) ESPORTS;0-0;0;0;0;BRAZIL;GERMANY
2021-03-05 10:16:00;RUS_1995_LAN;SLEZAINTIMA;BAYERN (RUS_1995_LAN) ESPORTS;BARCELONA (SLEZAINTIMA) ESPORTS;1-3;1;3;2;BAYERN;BARCELONA
2021-03-05 10:16:00;DANGERDIM77;NIKKITTA;REAL MADRID (DANGERDIM77) ESPORTS;LIVERPOOL (NIKKITTA) ESPORTS;0-2;0;2;2;REAL MADRID;LIVERPOOL
2021-03-05 10:16:00;RUS_1995_LAN;SLEZAINTIMA;BAYERN (RUS_1995_LAN) ESPORTS;BARCELONA (SLEZAINTIMA) ESPORTS;1-3;1;3;2;BAYERN;BARCELONA
2021-03-05 10:22:00;TAKA;OLLE;PORTUGAL (TAKA) ESPORTS;BRAZIL (OLLE) ESPORTS;2-4;2;4;2;PORTUGAL;BRAZIL
2021-03-05 10:22:00;WHITE_BOY1927;MR_ELIDARIUS;BELGIUM (WHITE_BOY1927) ESPORTS;FRANCE (MR_ELIDARIUS) ESPORTS;2-0;2;0;1;BELGIUM;FRANCE
2021-03-05 10:28:00;SLEZAINTIMA;DANGERDIM77;BARCELONA (SLEZAINTIMA) ESPORTS;REAL MADRID (DANGERDIM77) ESPORTS;2-1;2;1;1;BARCELONA;REAL MADRID
2021-03-05 10:28:00;ORLOVSKY1;RUS_1995_LAN;PSG (ORLOVSKY1) ESPORTS;BAYERN (RUS_1995_LAN) ESPORTS;1-2;1;2;2;PSG;BAYERN
2021-03-05 10:28:00;ORLOVSKY1;RUS_1995_LAN;PSG (ORLOVSKY1) ESPORTS;BAYERN (RUS_1995_LAN) ESPORTS;1-2;1;2;2;PSG;BAYERN
2021-03-05 10:34:00;UPCAKE22;TAKA;GERMANY (UPCAKE22) ESPORTS;PORTUGAL (TAKA) ESPORTS;1-0;1;0;1;GERMANY;PORTUGAL
2021-03-05 10:34:00;OLLE;WHITE_BOY1927;BRAZIL (OLLE) ESPORTS;BELGIUM (WHITE_BOY1927) ESPORTS;3-1;3;1;1;BRAZIL;BELGIUM
2021-03-05 10:46:00;MR_ELIDARIUS;OLLE;FRANCE (MR_ELIDARIUS) ESPORTS;BRAZIL (OLLE) ESPORTS;0-0;0;0;0;FRANCE;BRAZIL
2021-03-05 10:46:00;WHITE_BOY1927;UPCAKE22;BELGIUM (WHITE_BOY1927) ESPORTS;GERMANY (UPCAKE22) ESPORTS;2-2;2;2;0;BELGIUM;GERMANY
2021-03-05 10:58:00;TAKA;WHITE_BOY1927;PORTUGAL (TAKA) ESPORTS;BELGIUM (WHITE_BOY1927) ESPORTS;6-0;6;0;1;PORTUGAL;BELGIUM
2021-03-05 10:58:00;UPCAKE22;MR_ELIDARIUS;GERMANY (UPCAKE22) ESPORTS;FRANCE (MR_ELIDARIUS) ESPORTS;2-1;2;1;1;GERMANY;FRANCE
2021-03-05 11:00:00;HOTSHOT;LAIKINGDAST;INTER (HOTSHOT) ESPORTS;MAN CITY (LAIKINGDAST) ESPORTS;0-4;0;4;2;INTER;MAN CITY
2021-03-05 11:00:00;PLEVIS;D1PSEN;DORTMUND (PLEVIS) ESPORTS;CHELSEA (D1PSEN) ESPORTS;0-0;0;0;0;DORTMUND;CHELSEA
2021-03-05 11:12:00;D1PSEN;KODAK;CHELSEA (D1PSEN) ESPORTS;ATLETICO MADRID (KODAK) ESPORTS;2-2;2;2;0;CHELSEA;ATLETICO MADRID
2021-03-05 11:12:00;LAIKINGDAST;PLEVIS;MAN CITY (LAIKINGDAST) ESPORTS;DORTMUND (PLEVIS) ESPORTS;1-1;1;1;0;MAN CITY;DORTMUND
2021-03-05 11:24:00;PLEVIS;HOTSHOT;DORTMUND (PLEVIS) ESPORTS;INTER (HOTSHOT) ESPORTS;2-1;2;1;1;DORTMUND;INTER
2021-03-05 11:24:00;KODAK;LAIKINGDAST;ATLETICO MADRID (KODAK) ESPORTS;MAN CITY (LAIKINGDAST) ESPORTS;2-2;2;2;0;ATLETICO MADRID;MAN CITY
2021-03-05 11:30:00;TAKA;MR_ELIDARIUS;NAPOLI (TAKA) ESPORTS;LEICESTER (MR_ELIDARIUS) ESPORTS;0-0;0;0;0;NAPOLI;LEICESTER
2021-03-05 11:30:00;UPCAKE22;OLLE;ARSENAL (UPCAKE22) ESPORTS;AC MILAN (OLLE) ESPORTS;0-0;0;0;0;ARSENAL;AC MILAN
2021-03-05 11:36:00;LAIKINGDAST;D1PSEN;MAN CITY (LAIKINGDAST) ESPORTS;CHELSEA (D1PSEN) ESPORTS;1-2;1;2;2;MAN CITY;CHELSEA
2021-03-05 11:36:00;HOTSHOT;KODAK;INTER (HOTSHOT) ESPORTS;ATLETICO MADRID (KODAK) ESPORTS;2-0;2;0;1;INTER;ATLETICO MADRID
2021-03-05 11:42:00;OLLE;TAKA;AC MILAN (OLLE) ESPORTS;NAPOLI (TAKA) ESPORTS;3-2;3;2;1;AC MILAN;NAPOLI
2021-03-05 11:42:00;MR_ELIDARIUS;WHITE_BOY1927;LEICESTER (MR_ELIDARIUS) ESPORTS;BAYER 04 (WHITE_BOY1927) ESPORTS;1-1;1;1;0;LEICESTER;BAYER 04
2021-03-05 11:48:00;D1PSEN;HOTSHOT;CHELSEA (D1PSEN) ESPORTS;INTER (HOTSHOT) ESPORTS;1-0;1;0;1;CHELSEA;INTER
2021-03-05 11:48:00;KODAK;PLEVIS;ATLETICO MADRID (KODAK) ESPORTS;DORTMUND (PLEVIS) ESPORTS;1-1;1;1;0;ATLETICO MADRID;DORTMUND
2021-03-05 11:54:00;TAKA;UPCAKE22;NAPOLI (TAKA) ESPORTS;ARSENAL (UPCAKE22) ESPORTS;3-1;3;1;1;NAPOLI;ARSENAL
2021-03-05 11:54:00;WHITE_BOY1927;OLLE;BAYER 04 (WHITE_BOY1927) ESPORTS;AC MILAN (OLLE) ESPORTS;2-2;2;2;0;BAYER 04;AC MILAN
2021-03-05 12:00:00;LAIKINGDAST;HOTSHOT;MAN CITY (LAIKINGDAST) ESPORTS;INTER (HOTSHOT) ESPORTS;2-0;2;0;1;MAN CITY;INTER
2021-03-05 12:00:00;D1PSEN;PLEVIS;CHELSEA (D1PSEN) ESPORTS;DORTMUND (PLEVIS) ESPORTS;0-1;0;1;2;CHELSEA;DORTMUND
2021-03-05 12:06:00;OLLE;MR_ELIDARIUS;AC MILAN (OLLE) ESPORTS;LEICESTER (MR_ELIDARIUS) ESPORTS;0-0;0;0;0;AC MILAN;LEICESTER
2021-03-05 12:06:00;UPCAKE22;WHITE_BOY1927;ARSENAL (UPCAKE22) ESPORTS;BAYER 04 (WHITE_BOY1927) ESPORTS;2-2;2;2;0;ARSENAL;BAYER 04
2021-03-05 12:12:00;PLEVIS;LAIKINGDAST;DORTMUND (PLEVIS) ESPORTS;MAN CITY (LAIKINGDAST) ESPORTS;1-0;1;0;1;DORTMUND;MAN CITY
2021-03-05 12:12:00;KODAK;D1PSEN;ATLETICO MADRID (KODAK) ESPORTS;CHELSEA (D1PSEN) ESPORTS;0-5;0;5;2;ATLETICO MADRID;CHELSEA
2021-03-05 12:18:00;WHITE_BOY1927;TAKA;BAYER 04 (WHITE_BOY1927) ESPORTS;NAPOLI (TAKA) ESPORTS;0-0;0;0;0;BAYER 04;NAPOLI
2021-03-05 12:18:00;MR_ELIDARIUS;UPCAKE22;LEICESTER (MR_ELIDARIUS) ESPORTS;ARSENAL (UPCAKE22) ESPORTS;0-1;0;1;2;LEICESTER;ARSENAL
2021-03-05 12:24:00;HOTSHOT;PLEVIS;INTER (HOTSHOT) ESPORTS;DORTMUND (PLEVIS) ESPORTS;1-3;1;3;2;INTER;DORTMUND
2021-03-05 12:24:00;LAIKINGDAST;KODAK;MAN CITY (LAIKINGDAST) ESPORTS;ATLETICO MADRID (KODAK) ESPORTS;2-1;2;1;1;MAN CITY;ATLETICO MADRID
2021-03-05 12:30:00;MR_ELIDARIUS;TAKA;LEICESTER (MR_ELIDARIUS) ESPORTS;NAPOLI (TAKA) ESPORTS;0-0;0;0;0;LEICESTER;NAPOLI
2021-03-05 12:30:00;OLLE;UPCAKE22;AC MILAN (OLLE) ESPORTS;ARSENAL (UPCAKE22) ESPORTS;0-0;0;0;0;AC MILAN;ARSENAL
2021-03-05 12:36:00;D1PSEN;LAIKINGDAST;CHELSEA (D1PSEN) ESPORTS;MAN CITY (LAIKINGDAST) ESPORTS;0-1;0;1;2;CHELSEA;MAN CITY
2021-03-05 12:36:00;KODAK;HOTSHOT;ATLETICO MADRID (KODAK) ESPORTS;INTER (HOTSHOT) ESPORTS;2-2;2;2;0;ATLETICO MADRID;INTER
2021-03-05 12:42:00;TAKA;OLLE;NAPOLI (TAKA) ESPORTS;AC MILAN (OLLE) ESPORTS;2-1;2;1;1;NAPOLI;AC MILAN
2021-03-05 12:42:00;WHITE_BOY1927;MR_ELIDARIUS;BAYER 04 (WHITE_BOY1927) ESPORTS;LEICESTER (MR_ELIDARIUS) ESPORTS;1-2;1;2;2;BAYER 04;LEICESTER
2021-03-05 12:48:00;HOTSHOT;D1PSEN;INTER (HOTSHOT) ESPORTS;CHELSEA (D1PSEN) ESPORTS;1-1;1;1;0;INTER;CHELSEA
2021-03-05 12:48:00;PLEVIS;KODAK;DORTMUND (PLEVIS) ESPORTS;ATLETICO MADRID (KODAK) ESPORTS;1-2;1;2;2;DORTMUND;ATLETICO MADRID
2021-03-05 12:54:00;UPCAKE22;TAKA;ARSENAL (UPCAKE22) ESPORTS;NAPOLI (TAKA) ESPORTS;1-0;1;0;1;ARSENAL;NAPOLI
2021-03-05 12:54:00;OLLE;WHITE_BOY1927;AC MILAN (OLLE) ESPORTS;BAYER 04 (WHITE_BOY1927) ESPORTS;1-3;1;3;2;AC MILAN;BAYER 04
2021-03-05 13:06:00;MR_ELIDARIUS;OLLE;LEICESTER (MR_ELIDARIUS) ESPORTS;AC MILAN (OLLE) ESPORTS;2-3;2;3;2;LEICESTER;AC MILAN
2021-03-05 13:06:00;WHITE_BOY1927;UPCAKE22;BAYER 04 (WHITE_BOY1927) ESPORTS;ARSENAL (UPCAKE22) ESPORTS;1-1;1;1;0;BAYER 04;ARSENAL
2021-03-05 13:10:00;PLEVIS;D1PSEN;EVERTON (PLEVIS) ESPORTS;LEICESTER (D1PSEN) ESPORTS;2-1;2;1;1;EVERTON;LEICESTER
2021-03-05 13:10:00;HOTSHOT;LAIKINGDAST;WOLVES (HOTSHOT) ESPORTS;WEST HAM (LAIKINGDAST) ESPORTS;3-1;3;1;1;WOLVES;WEST HAM
2021-03-05 13:18:00;TAKA;WHITE_BOY1927;NAPOLI (TAKA) ESPORTS;BAYER 04 (WHITE_BOY1927) ESPORTS;3-2;3;2;1;NAPOLI;BAYER 04
2021-03-05 13:18:00;UPCAKE22;MR_ELIDARIUS;ARSENAL (UPCAKE22) ESPORTS;LEICESTER (MR_ELIDARIUS) ESPORTS;1-2;1;2;2;ARSENAL;LEICESTER
2021-03-05 13:22:00;LAIKINGDAST;PLEVIS;WEST HAM (LAIKINGDAST) ESPORTS;EVERTON (PLEVIS) ESPORTS;3-1;3;1;1;WEST HAM;EVERTON
2021-03-05 13:22:00;D1PSEN;KODAK;LEICESTER (D1PSEN) ESPORTS;ARSENAL (KODAK) ESPORTS;0-2;0;2;2;LEICESTER;ARSENAL
2021-03-05 13:34:00;PLEVIS;HOTSHOT;EVERTON (PLEVIS) ESPORTS;WOLVES (HOTSHOT) ESPORTS;1-0;1;0;1;EVERTON;WOLVES
2021-03-05 13:34:00;KODAK;LAIKINGDAST;ARSENAL (KODAK) ESPORTS;WEST HAM (LAIKINGDAST) ESPORTS;4-1;4;1;1;ARSENAL;WEST HAM
2021-03-05 13:40:00;UPCAKE22;OLLE;REAL MADRID (UPCAKE22) ESPORTS;LIVERPOOL (OLLE) ESPORTS;0-0;0;0;0;REAL MADRID;LIVERPOOL
2021-03-05 13:40:00;TAKA;MR_ELIDARIUS;BAYERN (TAKA) ESPORTS;PSG (MR_ELIDARIUS) ESPORTS;2-0;2;0;1;BAYERN;PSG
2021-03-05 13:46:00;LAIKINGDAST;D1PSEN;WEST HAM (LAIKINGDAST) ESPORTS;LEICESTER (D1PSEN) ESPORTS;1-3;1;3;2;WEST HAM;LEICESTER
2021-03-05 13:46:00;HOTSHOT;KODAK;WOLVES (HOTSHOT) ESPORTS;ARSENAL (KODAK) ESPORTS;3-0;3;0;1;WOLVES;ARSENAL
2021-03-05 13:52:00;MR_ELIDARIUS;WHITE_BOY1927;PSG (MR_ELIDARIUS) ESPORTS;BARCELONA (WHITE_BOY1927) ESPORTS;2-4;2;4;2;PSG;BARCELONA
2021-03-05 13:52:00;OLLE;TAKA;LIVERPOOL (OLLE) ESPORTS;BAYERN (TAKA) ESPORTS;1-0;1;0;1;LIVERPOOL;BAYERN
2021-03-05 13:58:00;KODAK;PLEVIS;ARSENAL (KODAK) ESPORTS;EVERTON (PLEVIS) ESPORTS;2-2;2;2;0;ARSENAL;EVERTON
2021-03-05 13:58:00;D1PSEN;HOTSHOT;LEICESTER (D1PSEN) ESPORTS;WOLVES (HOTSHOT) ESPORTS;1-0;1;0;1;LEICESTER;WOLVES
2021-03-05 14:04:00;TAKA;UPCAKE22;BAYERN (TAKA) ESPORTS;REAL MADRID (UPCAKE22) ESPORTS;2-1;2;1;1;BAYERN;REAL MADRID
2021-03-05 14:04:00;WHITE_BOY1927;OLLE;BARCELONA (WHITE_BOY1927) ESPORTS;LIVERPOOL (OLLE) ESPORTS;1-1;1;1;0;BARCELONA;LIVERPOOL
2021-03-05 14:10:00;D1PSEN;PLEVIS;LEICESTER (D1PSEN) ESPORTS;EVERTON (PLEVIS) ESPORTS;1-0;1;0;1;LEICESTER;EVERTON
2021-03-05 14:10:00;LAIKINGDAST;HOTSHOT;WEST HAM (LAIKINGDAST) ESPORTS;WOLVES (HOTSHOT) ESPORTS;2-0;2;0;1;WEST HAM;WOLVES
2021-03-05 14:16:00;UPCAKE22;WHITE_BOY1927;REAL MADRID (UPCAKE22) ESPORTS;BARCELONA (WHITE_BOY1927) ESPORTS;2-0;2;0;1;REAL MADRID;BARCELONA
2021-03-05 14:16:00;OLLE;MR_ELIDARIUS;LIVERPOOL (OLLE) ESPORTS;PSG (MR_ELIDARIUS) ESPORTS;2-1;2;1;1;LIVERPOOL;PSG
2021-03-05 14:22:00;PLEVIS;LAIKINGDAST;EVERTON (PLEVIS) ESPORTS;WEST HAM (LAIKINGDAST) ESPORTS;1-0;1;0;1;EVERTON;WEST HAM
2021-03-05 14:22:00;KODAK;D1PSEN;ARSENAL (KODAK) ESPORTS;LEICESTER (D1PSEN) ESPORTS;4-3;4;3;1;ARSENAL;LEICESTER
2021-03-05 14:28:00;MR_ELIDARIUS;UPCAKE22;PSG (MR_ELIDARIUS) ESPORTS;REAL MADRID (UPCAKE22) ESPORTS;2-1;2;1;1;PSG;REAL MADRID
2021-03-05 14:28:00;WHITE_BOY1927;TAKA;BARCELONA (WHITE_BOY1927) ESPORTS;BAYERN (TAKA) ESPORTS;1-1;1;1;0;BARCELONA;BAYERN
2021-03-05 14:34:00;LAIKINGDAST;KODAK;WEST HAM (LAIKINGDAST) ESPORTS;ARSENAL (KODAK) ESPORTS;0-2;0;2;2;WEST HAM;ARSENAL
2021-03-05 14:34:00;HOTSHOT;PLEVIS;WOLVES (HOTSHOT) ESPORTS;EVERTON (PLEVIS) ESPORTS;2-2;2;2;0;WOLVES;EVERTON
2021-03-05 14:40:00;MR_ELIDARIUS;TAKA;PSG (MR_ELIDARIUS) ESPORTS;BAYERN (TAKA) ESPORTS;2-0;2;0;1;PSG;BAYERN
2021-03-05 14:40:00;OLLE;UPCAKE22;LIVERPOOL (OLLE) ESPORTS;REAL MADRID (UPCAKE22) ESPORTS;0-1;0;1;2;LIVERPOOL;REAL MADRID
2021-03-05 14:46:00;KODAK;HOTSHOT;ARSENAL (KODAK) ESPORTS;WOLVES (HOTSHOT) ESPORTS;1-0;1;0;1;ARSENAL;WOLVES
2021-03-05 14:46:00;D1PSEN;LAIKINGDAST;LEICESTER (D1PSEN) ESPORTS;WEST HAM (LAIKINGDAST) ESPORTS;2-0;2;0;1;LEICESTER;WEST HAM
2021-03-05 14:52:00;TAKA;OLLE;BAYERN (TAKA) ESPORTS;LIVERPOOL (OLLE) ESPORTS;2-2;2;2;0;BAYERN;LIVERPOOL
2021-03-05 14:52:00;WHITE_BOY1927;MR_ELIDARIUS;BARCELONA (WHITE_BOY1927) ESPORTS;PSG (MR_ELIDARIUS) ESPORTS;1-1;1;1;0;BARCELONA;PSG
2021-03-05 14:58:00;HOTSHOT;D1PSEN;WOLVES (HOTSHOT) ESPORTS;LEICESTER (D1PSEN) ESPORTS;1-1;1;1;0;WOLVES;LEICESTER
2021-03-05 14:58:00;PLEVIS;KODAK;EVERTON (PLEVIS) ESPORTS;ARSENAL (KODAK) ESPORTS;1-1;1;1;0;EVERTON;ARSENAL
2021-03-05 15:04:00;OLLE;WHITE_BOY1927;LIVERPOOL (OLLE) ESPORTS;BARCELONA (WHITE_BOY1927) ESPORTS;3-1;3;1;1;LIVERPOOL;BARCELONA
2021-03-05 15:04:00;UPCAKE22;TAKA;REAL MADRID (UPCAKE22) ESPORTS;BAYERN (TAKA) ESPORTS;2-0;2;0;1;REAL MADRID;BAYERN
2021-03-05 15:16:00;WHITE_BOY1927;UPCAKE22;BARCELONA (WHITE_BOY1927) ESPORTS;REAL MADRID (UPCAKE22) ESPORTS;0-0;0;0;0;BARCELONA;REAL MADRID
2021-03-05 15:16:00;MR_ELIDARIUS;OLLE;PSG (MR_ELIDARIUS) ESPORTS;LIVERPOOL (OLLE) ESPORTS;4-1;4;1;1;PSG;LIVERPOOL
2021-03-05 15:28:00;TAKA;WHITE_BOY1927;BAYERN (TAKA) ESPORTS;BARCELONA (WHITE_BOY1927) ESPORTS;1-4;1;4;2;BAYERN;BARCELONA
2021-03-05 15:28:00;UPCAKE22;MR_ELIDARIUS;REAL MADRID (UPCAKE22) ESPORTS;PSG (MR_ELIDARIUS) ESPORTS;0-0;0;0;0;REAL MADRID;PSG
2021-03-05 15:30:00;HOTSHOT;LAIKINGDAST;MAN CITY (HOTSHOT) ESPORTS;LIVERPOOL (LAIKINGDAST) ESPORTS;0-4;0;4;2;MAN CITY;LIVERPOOL
2021-03-05 15:30:00;PLEVIS;D1PSEN;TOTTENHAM (PLEVIS) ESPORTS;MAN UTD (D1PSEN) ESPORTS;4-0;4;0;1;TOTTENHAM;MAN UTD
2021-03-05 15:42:00;D1PSEN;KODAK;MAN UTD (D1PSEN) ESPORTS;CHELSEA (KODAK) ESPORTS;1-3;1;3;2;MAN UTD;CHELSEA
