data_horario;user_home;user_away;team_home;team_away;resultado;Score_end_home;Score_end_away;target_class;team_playing_home;team_playing_away
2021-03-06 16:08:00;ORLOVSKY1;FOGGY;NAPOLI (ORLOVSKY1) ESPORTS;INTER MILAN (FOGGY) ESPORTS;3-4;3;4;2;NAPOLI;INTER MILAN
2021-03-06 16:08:00;SLEZAINTIMA;NIKKITTA;ATALANTA (SLEZAINTIMA) ESPORTS;LAZIO (NIKKITTA) ESPORTS;0-2;0;2;2;ATALANTA;LAZIO
2021-03-06 16:20:00;DM1TRENA;FOGGY;AC MILAN (DM1TRENA) ESPORTS;INTER MILAN (FOGGY) ESPORTS;1-1;1;1;0;AC MILAN;INTER MILAN
2021-03-06 16:20:00;ORLOVSKY1;NIKKITTA;NAPOLI (ORLOVSKY1) ESPORTS;LAZIO (NIKKITTA) ESPORTS;2-2;2;2;0;NAPOLI;LAZIO
2021-03-06 16:32:00;NIKKITTA;DM1TRENA;LAZIO (NIKKITTA) ESPORTS;AC MILAN (DM1TRENA) ESPORTS;0-0;0;0;0;LAZIO;AC MILAN
2021-03-06 16:32:00;SLEZAINTIMA;ORLOVSKY1;ATALANTA (SLEZAINTIMA) ESPORTS;NAPOLI (ORLOVSKY1) ESPORTS;3-0;3;0;1;ATALANTA;NAPOLI
2021-03-06 16:44:00;FOGGY;NIKKITTA;INTER MILAN (FOGGY) ESPORTS;LAZIO (NIKKITTA) ESPORTS;0-1;0;1;2;INTER MILAN;LAZIO
2021-03-06 16:44:00;DM1TRENA;SLEZAINTIMA;AC MILAN (DM1TRENA) ESPORTS;ATALANTA (SLEZAINTIMA) ESPORTS;3-1;3;1;1;AC MILAN;ATALANTA
2021-03-06 16:56:00;SLEZAINTIMA;FOGGY;ATALANTA (SLEZAINTIMA) ESPORTS;INTER MILAN (FOGGY) ESPORTS;0-2;0;2;2;ATALANTA;INTER MILAN
2021-03-06 16:56:00;ORLOVSKY1;DM1TRENA;NAPOLI (ORLOVSKY1) ESPORTS;AC MILAN (DM1TRENA) ESPORTS;2-2;2;2;0;NAPOLI;AC MILAN
2021-03-06 17:08:00;FOGGY;ORLOVSKY1;INTER MILAN (FOGGY) ESPORTS;NAPOLI (ORLOVSKY1) ESPORTS;3-1;3;1;1;INTER MILAN;NAPOLI
2021-03-06 17:08:00;NIKKITTA;SLEZAINTIMA;LAZIO (NIKKITTA) ESPORTS;ATALANTA (SLEZAINTIMA) ESPORTS;0-1;0;1;2;LAZIO;ATALANTA
2021-03-06 17:40:00;JKEY;BOMBI1T0;TOTTENHAM (JKEY) ESPORTS;MAN UTD (BOMBI1T0) ESPORTS;1-3;1;3;2;TOTTENHAM;MAN UTD
2021-03-06 17:40:00;HOTSHOT;ARCOS;CHELSEA (HOTSHOT) ESPORTS;LIVERPOOL (ARCOS) ESPORTS;2-1;2;1;1;CHELSEA;LIVERPOOL
2021-03-06 17:52:00;ARCOS;JKEY;LIVERPOOL (ARCOS) ESPORTS;TOTTENHAM (JKEY) ESPORTS;0-1;0;1;2;LIVERPOOL;TOTTENHAM
2021-03-06 17:52:00;BOMBI1T0;VRICO;MAN UTD (BOMBI1T0) ESPORTS;MAN CITY (VRICO) ESPORTS;0-0;0;0;0;MAN UTD;MAN CITY
2021-03-06 18:04:00;VRICO;ARCOS;MAN CITY (VRICO) ESPORTS;LIVERPOOL (ARCOS) ESPORTS;2-0;2;0;1;MAN CITY;LIVERPOOL
2021-03-06 18:04:00;JKEY;HOTSHOT;TOTTENHAM (JKEY) ESPORTS;CHELSEA (HOTSHOT) ESPORTS;0-1;0;1;2;TOTTENHAM;CHELSEA
2021-03-06 18:16:00;HOTSHOT;VRICO;CHELSEA (HOTSHOT) ESPORTS;MAN CITY (VRICO) ESPORTS;0-1;0;1;2;CHELSEA;MAN CITY
2021-03-06 18:16:00;ARCOS;BOMBI1T0;LIVERPOOL (ARCOS) ESPORTS;MAN UTD (BOMBI1T0) ESPORTS;0-0;0;0;0;LIVERPOOL;MAN UTD
2021-03-06 18:28:00;BOMBI1T0;HOTSHOT;MAN UTD (BOMBI1T0) ESPORTS;CHELSEA (HOTSHOT) ESPORTS;2-0;2;0;1;MAN UTD;CHELSEA
2021-03-06 18:28:00;VRICO;JKEY;MAN CITY (VRICO) ESPORTS;TOTTENHAM (JKEY) ESPORTS;3-0;3;0;1;MAN CITY;TOTTENHAM
2021-03-06 18:40:00;ARCOS;HOTSHOT;LIVERPOOL (ARCOS) ESPORTS;CHELSEA (HOTSHOT) ESPORTS;3-1;3;1;1;LIVERPOOL;CHELSEA
2021-03-06 18:40:00;BOMBI1T0;JKEY;MAN UTD (BOMBI1T0) ESPORTS;TOTTENHAM (JKEY) ESPORTS;0-2;0;2;2;MAN UTD;TOTTENHAM
2021-03-06 18:52:00;JKEY;ARCOS;TOTTENHAM (JKEY) ESPORTS;LIVERPOOL (ARCOS) ESPORTS;1-3;1;3;2;TOTTENHAM;LIVERPOOL
2021-03-06 18:52:00;VRICO;BOMBI1T0;MAN CITY (VRICO) ESPORTS;MAN UTD (BOMBI1T0) ESPORTS;1-2;1;2;2;MAN CITY;MAN UTD
2021-03-06 19:04:00;ARCOS;VRICO;LIVERPOOL (ARCOS) ESPORTS;MAN CITY (VRICO) ESPORTS;1-3;1;3;2;LIVERPOOL;MAN CITY
2021-03-06 19:04:00;HOTSHOT;JKEY;CHELSEA (HOTSHOT) ESPORTS;TOTTENHAM (JKEY) ESPORTS;2-2;2;2;0;CHELSEA;TOTTENHAM
2021-03-06 19:16:00;VRICO;HOTSHOT;MAN CITY (VRICO) ESPORTS;CHELSEA (HOTSHOT) ESPORTS;2-0;2;0;1;MAN CITY;CHELSEA
2021-03-06 19:16:00;BOMBI1T0;ARCOS;MAN UTD (BOMBI1T0) ESPORTS;LIVERPOOL (ARCOS) ESPORTS;1-1;1;1;0;MAN UTD;LIVERPOOL
2021-03-06 19:28:00;HOTSHOT;BOMBI1T0;CHELSEA (HOTSHOT) ESPORTS;MAN UTD (BOMBI1T0) ESPORTS;1-0;1;0;1;CHELSEA;MAN UTD
2021-03-06 19:28:00;JKEY;VRICO;TOTTENHAM (JKEY) ESPORTS;MAN CITY (VRICO) ESPORTS;1-3;1;3;2;TOTTENHAM;MAN CITY
2021-03-06 19:50:00;JKEY;BOMBI1T0;REAL MADRID (JKEY) ESPORTS;LIVERPOOL (BOMBI1T0) ESPORTS;1-4;1;4;2;REAL MADRID;LIVERPOOL
2021-03-06 19:50:00;HOTSHOT;ARCOS;PSG (HOTSHOT) ESPORTS;BAYERN (ARCOS) ESPORTS;1-3;1;3;2;PSG;BAYERN
2021-03-06 20:02:00;ARCOS;JKEY;BAYERN (ARCOS) ESPORTS;REAL MADRID (JKEY) ESPORTS;1-3;1;3;2;BAYERN;REAL MADRID
2021-03-06 20:02:00;BOMBI1T0;VRICO;LIVERPOOL (BOMBI1T0) ESPORTS;BARCELONA (VRICO) ESPORTS;3-2;3;2;1;LIVERPOOL;BARCELONA
2021-03-06 20:14:00;JKEY;HOTSHOT;REAL MADRID (JKEY) ESPORTS;PSG (HOTSHOT) ESPORTS;2-3;2;3;2;REAL MADRID;PSG
2021-03-06 20:14:00;VRICO;ARCOS;BARCELONA (VRICO) ESPORTS;BAYERN (ARCOS) ESPORTS;1-2;1;2;2;BARCELONA;BAYERN
2021-03-06 20:26:00;HOTSHOT;VRICO;PSG (HOTSHOT) ESPORTS;BARCELONA (VRICO) ESPORTS;2-1;2;1;1;PSG;BARCELONA
2021-03-06 20:26:00;ARCOS;BOMBI1T0;BAYERN (ARCOS) ESPORTS;LIVERPOOL (BOMBI1T0) ESPORTS;1-4;1;4;2;BAYERN;LIVERPOOL
2021-03-06 20:38:00;BOMBI1T0;HOTSHOT;LIVERPOOL (BOMBI1T0) ESPORTS;PSG (HOTSHOT) ESPORTS;3-1;3;1;1;LIVERPOOL;PSG
2021-03-06 20:38:00;VRICO;JKEY;BARCELONA (VRICO) ESPORTS;REAL MADRID (JKEY) ESPORTS;1-2;1;2;2;BARCELONA;REAL MADRID
2021-03-06 20:50:00;BOMBI1T0;JKEY;LIVERPOOL (BOMBI1T0) ESPORTS;REAL MADRID (JKEY) ESPORTS;2-0;2;0;1;LIVERPOOL;REAL MADRID
2021-03-06 20:50:00;ARCOS;HOTSHOT;BAYERN (ARCOS) ESPORTS;PSG (HOTSHOT) ESPORTS;3-3;3;3;0;BAYERN;PSG
2021-03-06 21:02:00;JKEY;ARCOS;REAL MADRID (JKEY) ESPORTS;BAYERN (ARCOS) ESPORTS;1-1;1;1;0;REAL MADRID;BAYERN
2021-03-06 21:02:00;VRICO;BOMBI1T0;BARCELONA (VRICO) ESPORTS;LIVERPOOL (BOMBI1T0) ESPORTS;0-3;0;3;2;BARCELONA;LIVERPOOL
2021-03-06 21:14:00;HOTSHOT;JKEY;PSG (HOTSHOT) ESPORTS;REAL MADRID (JKEY) ESPORTS;1-0;1;0;1;PSG;REAL MADRID
2021-03-06 21:14:00;ARCOS;VRICO;BAYERN (ARCOS) ESPORTS;BARCELONA (VRICO) ESPORTS;2-2;2;2;0;BAYERN;BARCELONA
2021-03-06 21:26:00;VRICO;HOTSHOT;BARCELONA (VRICO) ESPORTS;PSG (HOTSHOT) ESPORTS;1-3;1;3;2;BARCELONA;PSG
2021-03-06 21:26:00;BOMBI1T0;ARCOS;LIVERPOOL (BOMBI1T0) ESPORTS;BAYERN (ARCOS) ESPORTS;3-0;3;0;1;LIVERPOOL;BAYERN
2021-03-06 21:38:00;HOTSHOT;BOMBI1T0;PSG (HOTSHOT) ESPORTS;LIVERPOOL (BOMBI1T0) ESPORTS;1-1;1;1;0;PSG;LIVERPOOL
2021-03-06 21:38:00;JKEY;VRICO;REAL MADRID (JKEY) ESPORTS;BARCELONA (VRICO) ESPORTS;1-1;1;1;0;REAL MADRID;BARCELONA
2021-03-06 22:10:00;JKEY;BOMBI1T0;CHELSEA (JKEY) ESPORTS;MAN CITY (BOMBI1T0) ESPORTS;1-3;1;3;2;CHELSEA;MAN CITY
2021-03-06 22:10:00;HOTSHOT;ARCOS;DORTMUND (HOTSHOT) ESPORTS;INTER MILAN (ARCOS) ESPORTS;3-1;3;1;1;DORTMUND;INTER MILAN
2021-03-06 22:22:00;ARCOS;JKEY;INTER MILAN (ARCOS) ESPORTS;CHELSEA (JKEY) ESPORTS;2-1;2;1;1;INTER MILAN;CHELSEA
2021-03-06 22:22:00;BOMBI1T0;VRICO;MAN CITY (BOMBI1T0) ESPORTS;A.MADRID (VRICO) ESPORTS;1-1;1;1;0;MAN CITY;A.MADRID
2021-03-06 22:34:00;VRICO;ARCOS;A.MADRID (VRICO) ESPORTS;INTER MILAN (ARCOS) ESPORTS;0-1;0;1;2;A.MADRID;INTER MILAN
2021-03-06 22:34:00;JKEY;HOTSHOT;CHELSEA (JKEY) ESPORTS;DORTMUND (HOTSHOT) ESPORTS;2-0;2;0;1;CHELSEA;DORTMUND
2021-03-06 22:46:00;HOTSHOT;VRICO;DORTMUND (HOTSHOT) ESPORTS;A.MADRID (VRICO) ESPORTS;2-0;2;0;1;DORTMUND;A.MADRID
2021-03-06 22:46:00;ARCOS;BOMBI1T0;INTER MILAN (ARCOS) ESPORTS;MAN CITY (BOMBI1T0) ESPORTS;1-1;1;1;0;INTER MILAN;MAN CITY
2021-03-06 22:58:00;BOMBI1T0;HOTSHOT;MAN CITY (BOMBI1T0) ESPORTS;DORTMUND (HOTSHOT) ESPORTS;2-2;2;2;0;MAN CITY;DORTMUND
2021-03-06 22:58:00;VRICO;JKEY;A.MADRID (VRICO) ESPORTS;CHELSEA (JKEY) ESPORTS;4-2;4;2;1;A.MADRID;CHELSEA
2021-03-06 23:10:00;BOMBI1T0;JKEY;MAN CITY (BOMBI1T0) ESPORTS;CHELSEA (JKEY) ESPORTS;0-3;0;3;2;MAN CITY;CHELSEA
2021-03-06 23:10:00;ARCOS;HOTSHOT;INTER MILAN (ARCOS) ESPORTS;DORTMUND (HOTSHOT) ESPORTS;1-1;1;1;0;INTER MILAN;DORTMUND
2021-03-06 23:22:00;VRICO;BOMBI1T0;A.MADRID (VRICO) ESPORTS;MAN CITY (BOMBI1T0) ESPORTS;0-3;0;3;2;A.MADRID;MAN CITY
2021-03-06 23:22:00;JKEY;ARCOS;CHELSEA (JKEY) ESPORTS;INTER MILAN (ARCOS) ESPORTS;1-1;1;1;0;CHELSEA;INTER MILAN
2021-03-06 23:34:00;HOTSHOT;JKEY;DORTMUND (HOTSHOT) ESPORTS;CHELSEA (JKEY) ESPORTS;1-1;1;1;0;DORTMUND;CHELSEA
2021-03-06 23:34:00;ARCOS;VRICO;INTER MILAN (ARCOS) ESPORTS;A.MADRID (VRICO) ESPORTS;2-1;2;1;1;INTER MILAN;A.MADRID
2021-03-06 23:46:00;VRICO;HOTSHOT;A.MADRID (VRICO) ESPORTS;DORTMUND (HOTSHOT) ESPORTS;1-1;1;1;0;A.MADRID;DORTMUND
2021-03-06 23:46:00;BOMBI1T0;ARCOS;MAN CITY (BOMBI1T0) ESPORTS;INTER MILAN (ARCOS) ESPORTS;0-1;0;1;2;MAN CITY;INTER MILAN
2021-03-06 23:58:00;HOTSHOT;BOMBI1T0;DORTMUND (HOTSHOT) ESPORTS;MAN CITY (BOMBI1T0) ESPORTS;0-0;0;0;0;DORTMUND;MAN CITY
2021-03-06 23:58:00;JKEY;VRICO;CHELSEA (JKEY) ESPORTS;A.MADRID (VRICO) ESPORTS;3-2;3;2;1;CHELSEA;A.MADRID
2021-03-07 00:20:00;HOTSHOT;ARCOS;GERMANY (HOTSHOT) ESPORTS;BRAZIL (ARCOS) ESPORTS;0-3;0;3;2;GERMANY;BRAZIL
2021-03-07 00:20:00;JKEY;BOMBI1T0;PORTUGAL (JKEY) ESPORTS;BELGIUM (BOMBI1T0) ESPORTS;1-1;1;1;0;PORTUGAL;BELGIUM
2021-03-07 00:32:00;BOMBI1T0;VRICO;BELGIUM (BOMBI1T0) ESPORTS;FRAN̤A (VRICO) ESPORTS;0-0;0;0;0;BELGIUM;FRAN̤A
2021-03-07 00:32:00;ARCOS;JKEY;BRAZIL (ARCOS) ESPORTS;PORTUGAL (JKEY) ESPORTS;3-2;3;2;1;BRAZIL;PORTUGAL
2021-03-07 00:44:00;VRICO;ARCOS;FRAN̤A (VRICO) ESPORTS;BRAZIL (ARCOS) ESPORTS;1-1;1;1;0;FRAN̤A;BRAZIL
2021-03-07 00:44:00;JKEY;HOTSHOT;PORTUGAL (JKEY) ESPORTS;GERMANY (HOTSHOT) ESPORTS;0-1;0;1;2;PORTUGAL;GERMANY
2021-03-07 00:56:00;ARCOS;BOMBI1T0;BRAZIL (ARCOS) ESPORTS;BELGIUM (BOMBI1T0) ESPORTS;3-1;3;1;1;BRAZIL;BELGIUM
2021-03-07 00:56:00;HOTSHOT;VRICO;GERMANY (HOTSHOT) ESPORTS;FRAN̤A (VRICO) ESPORTS;1-3;1;3;2;GERMANY;FRAN̤A
2021-03-07 01:08:00;VRICO;JKEY;FRAN̤A (VRICO) ESPORTS;PORTUGAL (JKEY) ESPORTS;1-0;1;0;1;FRAN̤A;PORTUGAL
2021-03-07 01:08:00;BOMBI1T0;HOTSHOT;BELGIUM (BOMBI1T0) ESPORTS;GERMANY (HOTSHOT) ESPORTS;1-0;1;0;1;BELGIUM;GERMANY
2021-03-07 01:20:00;ARCOS;HOTSHOT;BRAZIL (ARCOS) ESPORTS;GERMANY (HOTSHOT) ESPORTS;0-2;0;2;2;BRAZIL;GERMANY
2021-03-07 01:20:00;BOMBI1T0;JKEY;BELGIUM (BOMBI1T0) ESPORTS;PORTUGAL (JKEY) ESPORTS;1-1;1;1;0;BELGIUM;PORTUGAL
2021-03-07 01:32:00;JKEY;ARCOS;PORTUGAL (JKEY) ESPORTS;BRAZIL (ARCOS) ESPORTS;1-6;1;6;2;PORTUGAL;BRAZIL
2021-03-07 01:32:00;VRICO;BOMBI1T0;FRAN̤A (VRICO) ESPORTS;BELGIUM (BOMBI1T0) ESPORTS;1-0;1;0;1;FRAN̤A;BELGIUM
2021-03-07 01:44:00;ARCOS;VRICO;BRAZIL (ARCOS) ESPORTS;FRAN̤A (VRICO) ESPORTS;3-0;3;0;1;BRAZIL;FRAN̤A
2021-03-07 01:44:00;HOTSHOT;JKEY;GERMANY (HOTSHOT) ESPORTS;PORTUGAL (JKEY) ESPORTS;2-0;2;0;1;GERMANY;PORTUGAL
2021-03-07 01:56:00;BOMBI1T0;ARCOS;BELGIUM (BOMBI1T0) ESPORTS;BRAZIL (ARCOS) ESPORTS;2-2;2;2;0;BELGIUM;BRAZIL
2021-03-07 01:56:00;VRICO;HOTSHOT;FRAN̤A (VRICO) ESPORTS;GERMANY (HOTSHOT) ESPORTS;2-1;2;1;1;FRAN̤A;GERMANY
2021-03-07 02:00:00;NAZARIO;KRAVARK;L.MOSCOW (NAZARIO) ESPORTS;CSKA MOSCOW (KRAVARK) ESPORTS;1-1;1;1;0;L.MOSCOW;CSKA MOSCOW
2021-03-07 02:00:00;IT29;DISCODANCER;SHAKHTAR (IT29) ESPORTS;D.KIEV (DISCODANCER) ESPORTS;2-1;2;1;1;SHAKHTAR;D.KIEV
2021-03-07 02:08:00;JKEY;VRICO;PORTUGAL (JKEY) ESPORTS;FRAN̤A (VRICO) ESPORTS;1-1;1;1;0;PORTUGAL;FRAN̤A
2021-03-07 02:08:00;HOTSHOT;BOMBI1T0;GERMANY (HOTSHOT) ESPORTS;BELGIUM (BOMBI1T0) ESPORTS;3-1;3;1;1;GERMANY;BELGIUM
2021-03-07 02:12:00;DISCODANCER;STRATEG;D.KIEV (DISCODANCER) ESPORTS;S.MOSCOW (STRATEG) ESPORTS;2-2;2;2;0;D.KIEV;S.MOSCOW
2021-03-07 02:12:00;KRAVARK;IT29;CSKA MOSCOW (KRAVARK) ESPORTS;SHAKHTAR (IT29) ESPORTS;5-2;5;2;1;CSKA MOSCOW;SHAKHTAR
2021-03-07 02:24:00;IT29;NAZARIO;SHAKHTAR (IT29) ESPORTS;L.MOSCOW (NAZARIO) ESPORTS;1-1;1;1;0;SHAKHTAR;L.MOSCOW
2021-03-07 02:24:00;STRATEG;KRAVARK;S.MOSCOW (STRATEG) ESPORTS;CSKA MOSCOW (KRAVARK) ESPORTS;0-2;0;2;2;S.MOSCOW;CSKA MOSCOW
2021-03-07 02:36:00;KRAVARK;DISCODANCER;CSKA MOSCOW (KRAVARK) ESPORTS;D.KIEV (DISCODANCER) ESPORTS;1-0;1;0;1;CSKA MOSCOW;D.KIEV
2021-03-07 02:36:00;NAZARIO;STRATEG;L.MOSCOW (NAZARIO) ESPORTS;S.MOSCOW (STRATEG) ESPORTS;1-1;1;1;0;L.MOSCOW;S.MOSCOW
2021-03-07 02:48:00;STRATEG;IT29;S.MOSCOW (STRATEG) ESPORTS;SHAKHTAR (IT29) ESPORTS;1-0;1;0;1;S.MOSCOW;SHAKHTAR
2021-03-07 02:48:00;DISCODANCER;NAZARIO;D.KIEV (DISCODANCER) ESPORTS;L.MOSCOW (NAZARIO) ESPORTS;0-0;0;0;0;D.KIEV;L.MOSCOW
2021-03-07 03:00:00;KRAVARK;NAZARIO;CSKA MOSCOW (KRAVARK) ESPORTS;L.MOSCOW (NAZARIO) ESPORTS;1-0;1;0;1;CSKA MOSCOW;L.MOSCOW
2021-03-07 03:00:00;DISCODANCER;IT29;D.KIEV (DISCODANCER) ESPORTS;SHAKHTAR (IT29) ESPORTS;0-3;0;3;2;D.KIEV;SHAKHTAR
2021-03-07 03:12:00;IT29;KRAVARK;SHAKHTAR (IT29) ESPORTS;CSKA MOSCOW (KRAVARK) ESPORTS;0-1;0;1;2;SHAKHTAR;CSKA MOSCOW
2021-03-07 03:12:00;STRATEG;DISCODANCER;S.MOSCOW (STRATEG) ESPORTS;D.KIEV (DISCODANCER) ESPORTS;2-1;2;1;1;S.MOSCOW;D.KIEV
2021-03-07 03:24:00;KRAVARK;STRATEG;CSKA MOSCOW (KRAVARK) ESPORTS;S.MOSCOW (STRATEG) ESPORTS;1-1;1;1;0;CSKA MOSCOW;S.MOSCOW
2021-03-07 03:24:00;NAZARIO;IT29;L.MOSCOW (NAZARIO) ESPORTS;SHAKHTAR (IT29) ESPORTS;0-2;0;2;2;L.MOSCOW;SHAKHTAR
2021-03-07 03:36:00;STRATEG;NAZARIO;S.MOSCOW (STRATEG) ESPORTS;L.MOSCOW (NAZARIO) ESPORTS;0-4;0;4;2;S.MOSCOW;L.MOSCOW
2021-03-07 03:36:00;DISCODANCER;KRAVARK;D.KIEV (DISCODANCER) ESPORTS;CSKA MOSCOW (KRAVARK) ESPORTS;0-2;0;2;2;D.KIEV;CSKA MOSCOW
2021-03-07 03:48:00;NAZARIO;DISCODANCER;L.MOSCOW (NAZARIO) ESPORTS;D.KIEV (DISCODANCER) ESPORTS;2-1;2;1;1;L.MOSCOW;D.KIEV
2021-03-07 03:48:00;IT29;STRATEG;SHAKHTAR (IT29) ESPORTS;S.MOSCOW (STRATEG) ESPORTS;0-2;0;2;2;SHAKHTAR;S.MOSCOW
2021-03-07 04:10:00;IT29;DISCODANCER;LIVERPOOL (IT29) ESPORTS;PSG (DISCODANCER) ESPORTS;2-2;2;2;0;LIVERPOOL;PSG
2021-03-07 04:10:00;NAZARIO;KRAVARK;REAL MADRID (NAZARIO) ESPORTS;BARCELONA (KRAVARK) ESPORTS;2-1;2;1;1;REAL MADRID;BARCELONA
2021-03-07 04:22:00;KRAVARK;IT29;BARCELONA (KRAVARK) ESPORTS;LIVERPOOL (IT29) ESPORTS;2-1;2;1;1;BARCELONA;LIVERPOOL
2021-03-07 04:22:00;DISCODANCER;STRATEG;PSG (DISCODANCER) ESPORTS;BAYERN (STRATEG) ESPORTS;1-3;1;3;2;PSG;BAYERN
